view,,見解,,,noun
together,,一緒に,,,adverb
consider,,よく考える,,,verb
price,,価格,,,noun
parent,,親,,,noun
hard,,固い,,,adjective
party,,政党,,,noun
local,,地方の,,,adjective
control,,操作する,,,verb
already,,すでに,,,adverb
concern,,心配する,,,noun
product,,製品、生産物,,,noun
lose,,失う,,,verb
story,,物語,,,noun
almost,,ほとんど,,,adverb
continue,,続ける,,,verb
stand,,立つ,,,verb
whole,,全体,,,adjective
yet,,まだ,,,adverb
rate,,速度、率,,,noun
care,,注意,,,noun
expect,,期待する,,,verb
effect,,効果,,,noun
sort,,一部,,,noun
ever,,今までに,,,adverb
anything,,何でも,,,pronoun
cause,,要因,,,noun
fall,,落ちる,,,verb
deal,,取引,,,verb
water,,水,,,noun
send,,送る,,,verb
allow,,許可する,,,verb
soon,,すぐに,,,adverb
watch,,見る,,,verb
base,,土台,,,noun
probably,,おそらく,,,adverb
suggest,,提案する,,,verb
past,,過去,,,expression
power,,力,,,noun
test,,テスト,,,noun
visit,,訪問する,,,verb
center,,中央,,,noun
grow,,育つ,,,verb
nothing,,無,,,pronoun
return,,戻る,,,verb
mother,,母,,,noun
walk,,歩く,,,verb
matter,,物質,,,noun
mind,,心,,,noun
value,,価値,,,noun
office,,事務所,,,noun
record,,記録,,,noun
stay,,とどまる,,,verb
force,,強いる,,,verb
stop,,止まる,,,verb
several,,数個の,,,adjective
light,,光、明かり,,,noun
develop,,発展させる,,,verb
remember,,思い出す,,,verb
bit,,少し,,,noun
share,,共有する,,,verb
real,,本当の,,,adjective
answer,,答え,,,noun
sit,,座る,,,verb
figure,,図,,,noun
letter,,文字,,,noun
decide,,決める,,,verb
language,,言語,,,noun
subject,,主題,,,noun
class,,クラス,,,noun
development,,開発,,,noun
town,,町,,,noun
half,,半分,,,expression
minute,,分,,,noun
food,,食べ物,,,noun
break,,壊す,,,verb
clear,,明らかに,,,adjective
future,,未来,,,noun
either,,どちらか,,,adjective
ago,,以前に,,,adverb
per,,～につき,,,expression
remain,,残る,,,verb
top,,最上部,,,noun
among,,～の間で,,,expression
win,,勝つ,,,verb
color,,色,,,noun
involve,,巻き込む,,,verb
reach,,届く,,,verb
social,,社会の,,,adjective
period,,期間,,,noun
across,,横切って,,,expression
note,,メモ,,,noun
history,,歴史,,,noun
create,,作る,,,verb
drive,,運転する,,,verb
along,,沿って,,,expression
type,,型,,,noun
sound,,音,,,noun
eye,,目,,,noun
music,,音楽,,,noun
game,,ゲーム、競技,,,noun
political,,政治の,,,adjective
free,,自由,,,adjective
receive,,受け取る,,,verb
moment,,瞬間,,,noun
sale,,販売,,,noun
policy,,政策,,,noun
further,,さらに,,,adverb
body,,体,,,noun
require,,必要とする,,,verb
wait,,待つ,,,verb
general,,一般的な,,,adjective
appear,,現れる,,,verb
toward,,向かって,,,expression
team,,チーム,,,noun
easy,,簡単な,,,adjective
individual,,個人の,,,adjective
full,,いっぱい,,,adjective
black,,黒い,,,adjective
sense,,感覚,,,noun
perhaps,,ひょっとして,,,adverb
add,,加える,,,verb
rule,,規則,,,noun
pass,,通る,,,verb
produce,,生産する,,,verb
sell,,売る,,,verb
short,,短い,,,adjective
agree,,賛成する,,,verb
law,,法律,,,noun
everything,,すべて,,,pronoun
research,,調査研究,,,noun
cover,,覆う,,,verb
paper,,紙,,,noun
position,,位置,,,noun
near,,近く,,,expression
human,,人,,,adjective
computer,,コンピューター,,,noun
situation,,状況,,,noun
staff,,スタッフ,,,noun
activity,,活動,,,noun
film,,フィルム,,,noun
morning,,朝,,,noun
war,,戦争,,,noun
account,,報告,,,noun
shop,,店,,,noun
major,,主要な,,,adjective
someone,,だれか,,,pronoun
above,,～の上,,,expression
design,,設計する,,,verb
event,,行事,,,noun
special,,特別,,,adjective
sometimes,,ときどき,,,adverb
condition,,状況,,,noun
carry,,運ぶ,,,verb
choose,,選ぶ,,,verb
father,,父親,,,noun
decision,,決断,,,noun
table,,テーブル,,,noun
certain,,確かな,,,adjective
forward,,前方の,,,adverb
main,,主要な,,,adjective
die,,死ぬ,,,verb
bear,,耐える、負う,,,verb
cut,,切る,,,verb
describe,,言い表す,,,verb
himself,,彼自身,,,pronoun
available,,利用できる,,,adjective
especially,,特に,,,adverb
strong,,強い,,,adjective
rise,,昇る,,,verb
girl,,少女,,,noun
maybe,,～かもしれない,,,adverb
community,,社会,,,noun
else,,他の,,,adjective
particular,,特定の,,,adjective
role,,役,,,noun
join,,合わせる,,,verb
difficult,,難しい,,,adjective
please,,どうか,,,adverb
detail,,詳細,,,noun
difference,,違い,,,noun
action,,行動,,,noun
health,,健康,,,noun
eat,,食べる,,,verb
step,,一歩歩む,,,verb
true,,本当の,,,adjective
phone,,電話,,,noun
themselves,,彼ら自身,,,pronoun
draw,,描く,,,verb
white,,白,,,adjective
date,,日付,,,noun
practice,,練習する,,,noun
model,,模型,,,noun
raise,,上げる,,,verb
customer,,顧客,,,noun
front,,前,,,noun
explain,,説明する,,,verb
door,,ドア,,,noun
outside,,外,,,noun
behind,,後ろに,,,expression
economic,,経済の,,,adjective
site,,現場,,,noun
approach,,近づく,,,noun
teacher,,教師,,,noun
land,,陸,,,noun
charge,,請求する,,,verb
finally,,最後に,,,adverb
sign,,しるし,,,noun
claim,,主張する,,,noun
relationship,,関係,,,noun
travel,,旅する,,,verb
enjoy,,楽しむ,,,verb
death,,死,,,noun
nice,,素晴らしい,,,adjective
amount,,量,,,noun
improve,,改善する,,,verb
picture,,写真、絵,,,noun
boy,,男の子,,,noun
regard,,顧慮する,,,verb
organization,,組織,,,noun
happy,,幸福な,,,adjective
couple,,一対,,,noun
act,,行動する,,,noun
range,,範囲、幅,,,noun
quality,,質、品質,,,noun
project,,企画,,,noun
round,,丸い,,,adjective
opportunity,,機会,,,noun
road,,道,,,noun
accord,,合意,,,noun
list,,リスト,,,noun
wish,,願う,,,verb
therefore,,従って、だから,,,adverb
wear,,着る,,,verb
fund,,資金,,,noun
rest,,休憩,,,noun
kid,,子供,,,noun
industry,,産業,,,noun
education,,教育,,,noun
measure,,測る,,,verb
kill,,殺す,,,verb
serve,,供給する、～を出す,,,verb
likely,,～しそうだ,,,adjective
certainly,,確実な,,,adverb
national,,国の,,,adjective
itself,,それなり,,,pronoun
teach,,教える,,,verb
field,,野原,,,noun
security,,警備,,,noun
air,,空気,,,noun
benefit,,利益、恩恵,,,noun
trade,,交換する,,,noun
risk,,リスク,,,noun
news,,ニュース,,,noun
standard,,基準,,,adjective
vote,,投票する,,,verb
percent,,㌫,,,noun
focus,,焦点,,,noun
stage,,段階,,,noun
space,,場所,,,noun
instead,,代わり,,,adverb
realize,,気づく,,,verb
usually,,たいてい,,,adverb
data,,データ,,,noun
single,,単独,,,adjective
address,,住所,,,noun
performance,,演技,,,noun
chance,,機会,,,noun
accept,,引き受ける,,,verb
society,,社会,,,noun
technology,,科学技術、テクノロジー,,,noun
mention,,言及する,,,verb
choice,,選択,,,noun
save,,救う,,,verb
common,,一般的な,,,adjective
culture,,文化,,,noun
total,,合計,,,adjective
demand,,需要,,,noun
material,,材料,,,noun
limit,,限度,,,noun
listen,,聞く,,,verb
due,,期限,,,adjective
wrong,,悪い、間違いの,,,adjective
foot,,足（くるぶしから下）,,,noun
effort,,努力,,,noun
attention,,注意,,,noun
upon,,～の上に,,,expression
check,,確認する,,,verb
complete,,完璧,,,adjective
lie,,横になる,,,verb
pick,,選ぶ,,,verb
reduce,,減らす,,,verb
personal,,個人的な,,,adjective
ground,,地面,,,noun
animal,,動物,,,noun
arrive,,到着する,,,verb
patient,,忍耐強い,,,adjective
current,,現在の,,,adjective
century,,世紀,,,noun
evidence,,証拠,,,noun
exist,,存在する,,,verb
similar,,似ている,,,adjective
fight,,戦う,,,verb
leader,,リーダー,,,noun
fine,,よい,,,adjective
street,,街路,,,noun
former,,前の,,,expression
contact,,接触,,,noun
particularly,,特に,,,adverb
wife,,妻,,,noun
sport,,スポーツ,,,noun
prepare,,用意する,,,verb
discuss,,議論する,,,verb
response,,応答,,,noun
voice,,声,,,noun
piece,,一切れ,,,noun
finish,,終り,,,verb
suppose,,想定する,,,verb
apply,,申し込む,,,verb
president,,大統領,,,noun
fire,,火,,,noun
compare,,比べる,,,verb
court,,裁判所,,,noun
police,,警察,,,noun
store,,店,,,noun
poor,,貧しい,,,adjective
knowledge,,知識,,,noun
laugh,,笑う,,,verb
arm,,腕,,,noun
heart,,心,,,noun
source,,源,,,noun
employee,,従業員,,,noun
manage,,管理する,,,verb
simply,,簡単に,,,adverb
bank,,堤防,,,noun
firm,,堅い,,,adjective
cell,,細胞,,,noun
article,,記事,,,noun
fast,,速い,,,adjective
attack,,攻撃する,,,noun
foreign,,異国（の）,,,adjective
surprise,,驚く,,,noun
feature,,特徴,,,noun
factor,,要因,,,noun
pretty,,かなりの、すてきな,,,adverb
recently,,最近,,,adverb
affect,,影響を与える,,,verb
drop,,落とす,,,verb
recent,,最近,,,adjective
relate,,関連付ける,,,verb
official,,職務上の,,,adjective
financial,,財政的な,,,adjective
miss,,外す、逃す,,,verb
art,,芸術,,,noun
campaign,,キャンペーン,,,noun
private,,私的な,,,adjective
pause,,一時停止,,,noun
everyone,,全員,,,pronoun
forget,,忘れる,,,verb
page,,ページ,,,noun
worry,,心配する,,,verb
summer,,夏,,,noun
drink,,飲む,,,verb
opinion,,意見,,,noun
park,,公園,,,noun
represent,,代表を務める,,,verb
key,,鍵,,,noun
inside,,内側,,,expression
manager,,経営者、管理者、部長,,,noun
international,,国際的な,,,adjective
contain,,含む,,,verb
notice,,気づく,,,noun
wonder,,驚くべきこと,,,noun
nature,,物質界,,,noun
structure,,構造,,,noun
section,,部分,,,noun
myself,,自分自身,,,pronoun
exactly,,まさに,,,adverb
plant,,植物,,,noun
paint,,ペンキ,,,noun
worker,,従業員,,,noun
press,,新聞、雑誌、報道機関,,,noun
whatever,,なんでも,,,pronoun
necessary,,必要,,,adjective
region,,地域,,,noun
growth,,成長,,,noun
evening,,夕べ,,,noun
influence,,影響,,,noun
respect,,尊敬,,,noun
various,,さまざまな,,,adjective
catch,,捕まえる,,,verb
thus,,そのように,,,adverb
skill,,技術,,,noun
attempt,,試みる,,,verb
son,,息子,,,noun
simple,,易しい、単純な,,,adjective
medium,,中くらい,,,noun
average,,平均,,,noun
stock,,在庫,,,noun
management,,経営者,,,noun
character,,性格,,,noun
bed,,ベッド,,,noun
hit,,打つ,,,verb
establish,,設立する,,,verb
indeed,,実に、まさに,,,adverb
final,,最終,,,adjective
economy,,経済,,,noun
fit,,適切である,,,adjective
guy,,男,,,noun
function,,機能,,,noun
yesterday,,昨日,,,noun
image,,絵、像,,,noun
size,,サイズ、寸法,,,noun
behavior,,態度、行動,,,noun
addition,,追加物,,,noun
determine,,決定する,,,verb
station,,駅,,,noun
population,,人口,,,noun
fail,,失敗する,,,verb
environment,,環境,,,noun
production,,生産,,,noun
contract,,契約,,,noun
player,,プレーヤー,,,noun
comment,,コメントする,,,verb
enter,,入る,,,verb
occur,,起こる,,,verb
alone,,単独,,,adjective
significant,,著しい,,,adjective
drug,,薬,,,noun
wall,,壁,,,noun
series,,一続き、連続の,,,noun
direct,,向かわせる,,,adjective
success,,成功,,,noun
tomorrow,,明日,,,noun
director,,監督,,,noun
clearly,,はっきりと,,,adverb
lack,,欠けている,,,verb
review,,精査,,,noun
depend,,頼る,,,verb
race,,人種,,,noun
recognize,,認識する,,,verb
window,,窓,,,noun
purpose,,目的,,,noun
department,,部門,,,noun
gain,,得る,,,verb
tree,,木,,,noun
college,,大学,,,noun
argue,,主張する,,,verb
board,,板,,,noun
holiday,,休日,,,noun
mark,,印をつける,,,verb
church,,教会,,,noun
machine,,機械,,,noun
achieve,,達成する,,,verb
item,,品物,,,noun
prove,,証明する,,,verb
cent,,セント,,,noun
season,,季節,,,noun
floor,,床,,,noun
stuff,,材料,,,noun
wide,,広い,,,adjective
anyone,,だれか,,,pronoun
method,,方法,,,noun
analysis,,分析,,,noun
election,,選挙,,,noun
military,,軍の,,,adjective
hotel,,ホテル,,,noun
club,,クラブ,,,noun
below,,下に,,,expression
movie,,映画,,,noun
doctor,,医師,,,noun
discussion,,議論,,,noun
sorry,,気の毒に思う,,,adjective
challenge,,異議を申し立てる,,,verb
nation,,国家,,,noun
nearly,,ほとんど,,,adverb
statement,,声明,,,noun
link,,結びつける,,,noun
despite,,にもかかわらず,,,expression
introduce,,紹介する,,,verb
advantage,,利点,,,noun
ready,,準備ができている,,,adjective
marry,,結婚する,,,verb
strike,,打つ,,,verb
mile,,マイル,,,noun
seek,,探し求める,,,verb
ability,,能力,,,noun
unit,,単位,,,noun
card,,カード,,,noun
hospital,,病院,,,noun
quickly,,速く,,,adverb
interview,,面接,,,noun
agreement,,合意,,,noun
release,,釈放する,,,verb
tax,,税金,,,noun
solution,,解決策,,,noun
capital,,首都,,,noun
popular,,人気がある,,,adjective
specific,,独特な、特に,,,adjective
beautiful,,美しい,,,adjective
fear,,恐れ,,,noun
aim,,狙う,,,noun
television,,テレビ,,,noun
serious,,深刻な,,,adjective
target,,目的,,,noun
degree,,度,,,noun
pull,,引く,,,verb
red,,赤,,,adjective
husband,,夫,,,noun
access,,アクセス,,,noun
movement,,動き,,,noun
treat,,扱う,,,verb
identify,,識別する,,,verb
loss,,失うこと,,,noun
shall,,～となるだろう,,,verb
modern,,現代的な,,,adjective
pressure,,圧力,,,noun
bus,,バス,,,noun
treatment,,治療,,,noun
yourself,,あなた自身,,,pronoun
supply,,供給,,,noun
village,,村,,,noun
worth,,価値,,,noun
natural,,自然,,,adjective
express,,表現する、伝える,,,verb
indicate,,指し示す,,,verb
attend,,出席する,,,verb
brother,,兄弟,,,noun
investment,,投資,,,noun
score,,スコア,,,noun
organize,,まとめる,,,verb
trip,,旅,,,noun
beyond,,～を越えて,,,expression
sleep,,寝る,,,verb
fish,,魚,,,noun
promise,,約束,,,noun
potential,,潜在能力,,,adjective
energy,,エネルギー,,,noun
trouble,,困難,,,noun
relation,,関係,,,noun
touch,,触る,,,verb
file,,ファイル,,,noun
middle,,中間,,,noun
bar,,酒場,,,noun
suffer,,苦しむ,,,verb
strategy,,戦略,,,noun
deep,,深い,,,adjective
except,,～以外,,,conjunction
clean,,綺麗にする、きれいな,,,adjective
tend,,傾向がある,,,verb
advance,,進む,,,noun
fill,,満たす,,,verb
star,,星,,,noun
network,,ネットワーク,,,noun
generally,,一般的に,,,adverb
operation,,手術,,,noun
match,,匹敵する,,,noun
avoid,,避ける,,,verb
seat,,席,,,noun
throw,,投げる,,,verb
task,,仕事,,,noun
normal,,普通,,,adjective
goal,,目標,,,noun
associate,,関連付ける、連想する,,,verb
blue,,青,,,adjective
positive,,前向きな,,,adjective
option,,選択,,,noun
box,,箱,,,noun
huge,,とてつもなく大きい,,,adjective
message,,"メッセージ,伝言",,,noun
instance,,事例,,,noun
style,,型,,,noun
refer,,言及する,,,verb
cold,,冷たい,,,adjective
push,,押す,,,verb
quarter,,４分の１,,,noun
assume,,負う,,,verb
baby,,赤ん坊,,,noun
successful,,成功した,,,adjective
sing,,歌う,,,verb
doubt,,疑う,,,verb
competition,,競争,,,noun
theory,,理論,,,noun
propose,,提案する,,,verb
reference,,言及する,,,noun
argument,,口論,,,noun
adult,,大人,,,noun
fly,,飛ぶ,,,verb
document,,文書,,,noun
pattern,,パターン,,,noun
application,,応募書,,,noun
hot,,熱い,,,adjective
obviously,,明らかに,,,adverb
unclear,,明確でない,,,adjective
bill,,請求書,,,noun
search,,探す,,,verb
separate,,分かれた,,,adjective
central,,真ん中の,,,adjective
career,,キャリア,,,noun
anyway,,とにかく,,,adverb
speech,,スピーチ,,,noun
dog,,犬,,,noun
officer,,会社員,,,noun
throughout,,～にわたって、～を通じて,,,expression
oil,,"オイル,油",,,noun
dress,,ドレス,,,noun
profit,,利益,,,noun
guess,,推測する,,,verb
fun,,楽しい,,,adjective
protect,,守る,,,verb
resource,,資源,,,noun
science,,科学,,,noun
disease,,病気,,,noun
balance,,バランス,,,noun
damage,,損傷,,,noun
basis,,基礎,,,noun
author,,著者,,,noun
basic,,基本的な,,,adjective
encourage,,勇気づける,,,verb
hair,,毛髪、毛,,,noun
male,,男性,,,adjective
operate,,動作する,,,verb
reflect,,反射する,,,verb
exercise,,運動,,,noun
useful,,便利,,,adjective
restaurant,,レストラン,,,noun
income,,収入,,,noun
property,,所有物,,,noun
previous,,前の,,,adjective
dark,,暗い,,,adjective
imagine,,想像する,,,verb
okay,,ＯＫ、いいよ,,,adverb
earn,,稼ぐ,,,verb
daughter,,娘,,,noun
post,,郵便物,,,noun
newspaper,,新聞,,,noun
define,,定義する,,,verb
conclusion,,結論,,,noun
clock,,時計,,,noun
everybody,,全員,,,pronoun
weekend,,週末,,,noun
perform,,演じる,,,verb
professional,,専門の,,,adjective
mine,,私のもの,,,pronoun
debate,,討論,,,noun
memory,,記憶,,,noun
green,,緑,,,adjective
song,,歌,,,noun
object,,物体,,,noun
maintain,,維持する,,,verb
credit,,信用,,,noun
ring,,指輪,,,noun
discover,,発見する,,,verb
dead,,死んでいる,,,adjective
afternoon,,午後,,,noun
prefer,,～をより好む,,,verb
extend,,伸ばす,,,verb
possibility,,可能性,,,noun
direction,,方向,,,noun
facility,,施設,,,noun
variety,,多様な,,,noun
daily,,日誌,,,adjective
clothes,,衣服,,,noun
screen,,画面,,,noun
track,,(人・車などの）通った跡,,,noun
dance,,踊る,,,verb
completely,,完全に,,,adverb
female,,女性,,,adjective
responsibility,,責任,,,noun
original,,オリジナル,,,adjective
sister,,姉妹,,,noun
rock,,揺れ動く,,,noun
dream,,夢,,,noun
nor,,AもBも～でない,,,conjunction
university,,大学,,,noun
easily,,簡単に,,,adverb
agency,,代理店,,,noun
dollar,,ドル,,,noun
garden,,庭,,,noun
fix,,修理する,,,verb
ahead,,前,,,adverb
cross,,交差する,,,verb
yeah,,ああ,,,interjection
weight,,重さ,,,noun
legal,,法律上の、法的な,,,adjective
proposal,,提案,,,noun
version,,版,,,noun
conversation,,会話,,,noun
somebody,,誰か,,,pronoun
pound,,ポンド,,,noun
magazine,,雑誌,,,noun
shape,,形,,,noun
sea,,海,,,noun
immediately,,ただちに,,,adverb
welcome,,ようこそ,,,interjection
smile,,笑顔,,,noun
communication,,コミュニケーション,,,noun
agent,,代理人,,,noun
traditional,,伝統的な,,,adjective
replace,,取って代わる,,,verb
judge,,審判,,,noun
herself,,彼女自身,,,pronoun
suddenly,,突然,,,adverb
generation,,世代,,,noun
estimate,,予算,,,noun
favorite,,お気に入りの,,,adjective
difficulty,,困難,,,noun
purchase,,購入する,,,verb
shoot,,撃つ,,,verb
announce,,発表する,,,verb
unless,,～でない限り,,,conjunction
independent,,独立,,,adjective
recommend,,薦める,,,verb
survey,,調査,,,noun
majority,,大多数,,,noun
stick,,棒,,,noun
request,,要請,,,noun
rich,,金持ち,,,adjective
wind,,風,,,noun
none,,誰も・何も～ない,,,pronoun
exchange,,交換,,,noun
budget,,予算,,,noun
famous,,有名,,,adjective
blood,,血液,,,noun
appropriate,,適切な,,,adjective
block,,ブロック,,,noun
warm,,暖かい,,,adjective
count,,数える,,,verb
scene,,場面,,,noun
writer,,作家,,,noun
content,,内容,,,noun
prevent,,防ぐ,,,verb
safe,,安全な,,,adjective
invite,,誘う,,,verb
mix,,混ぜる,,,verb
element,,要素,,,noun
effective,,効果的な,,,adjective
correct,,正しい,,,adjective
medical,,医療の,,,adjective
admit,,認める,,,verb
beat,,打つ,,,verb
telephone,,電話,,,noun
copy,,うり二つ,,,noun
committee,,委員会,,,noun
aware,,気づく,,,adjective
advice,,アドバイス、助言,,,noun
handle,,ハンドル,,,noun
glass,,ガラス,,,noun
trial,,裁判,,,noun
stress,,ストレス,,,noun
radio,,ラジオ、無線,,,noun
administration,,経営管理,,,noun
complex,,複雑な,,,adjective
text,,本文,,,noun
context,,事情,,,noun
ride,,乗る,,,verb
directly,,直接,,,adverb
heavy,,重い,,,adjective
remove,,取り除く,,,verb
conduct,,導く,,,verb
equipment,,設備,,,noun
otherwise,,さもなければ,,,adverb
title,,題名,,,noun
extra,,余計な,,,adjective
executive,,幹部,,,noun
chair,,いす,,,noun
expensive,,高い,,,adjective
sample,,見本,,,noun
sex,,性別,,,noun
deliver,,届ける,,,verb
video,,ビデオ,,,noun
connection,,接続,,,noun
primary,,主要な,,,adjective
weather,,天気,,,noun
collect,,集める,,,verb
inform,,知らせる,,,verb
principle,,原理、原則,,,noun
straight,,真っすぐな,,,adverb
appeal,,訴え、要請,,,noun
highly,,非常に、高く,,,adverb
trust,,信頼,,,noun
